AGE	AGE_LABEL	AGE_HIERARCHY	AGE_PARENT	SEX	SEX_LABEL	SEX_HIERARCHY	TIME	ICD10_HIERARCHY	ICD10_PARENT	ICD10	ICD10_LABEL	Organ	Nb_death	Pop	Death_Rate	x	y	Sum_death_in_cat
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	G_H	G30	Alzheimer disease	Nervous system	0.0	440714	0	240	515	221.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	G_H	G30	Alzheimer disease	Nervous system	0.0	437613	0	240	515	221.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	G_H	G30	Alzheimer disease	Nervous system	1.0	438845	0.002278709	240	515	125.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	G_H	G30	Alzheimer disease	Nervous system	1.0	441179	0.002266654	240	515	136.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	G_H	G30	Alzheimer disease	Nervous system	3.0	443441	0.006765274	240	515	138.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	G_H	G30	Alzheimer disease	Nervous system	1.0	443270	0.002255961	240	515	123.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	G_H	G30	Alzheimer disease	Nervous system	1.0	452952	0.002207739	240	515	128.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	G_H	G30	Alzheimer disease	Nervous system	2.0	452820	0.004416766	240	515	139.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	G_H	G30	Alzheimer disease	Nervous system	1.0	454324	0.002201072	240	515	155.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	G_H	G30	Alzheimer disease	Nervous system	0.0	452376	0	240	515	131.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	267.0	423980	0.629746686	230	300	267.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	249.0	426140	0.584315014	230	300	249.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	236.0	429278	0.549760295	230	300	236.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	220.0	426267	0.516108448	230	300	220.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	236.0	435677	0.541685698	230	300	236.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	209.0	438307	0.47683473	230	300	209.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	181.0	440714	0.410697187	230	300	181.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	185.0	437613	0.422747953	230	300	185.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	131.0	438845	0.298510864	230	300	131.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	141.0	441179	0.319598168	230	300	141.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	112.0	443441	0.25257024	230	300	112.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	110.0	443270	0.248155752	230	300	110.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	127.0	452952	0.28038291	230	300	127.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	122.0	452820	0.269422729	230	300	122.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	121.0	454324	0.266329756	230	300	121.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	102.0	452376	0.225476153	230	300	102.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	124.0	423980	0.292466626	290	450	1112.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	108.0	426140	0.253437837	290	450	980.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	120.0	429278	0.279539133	290	450	955.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	99.0	426267	0.232248802	290	450	861.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	102.0	435677	0.234118395	290	450	911.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	104.0	438307	0.237276612	290	450	857.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	108.0	440714	0.245056885	290	450	872.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	107.0	437613	0.244508276	290	450	823.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	11.0	438845	0.025065798	290	450	209.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	21.0	441179	0.047599727	290	450	217.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	23.0	443441	0.051867103	290	450	219.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	25.0	443270	0.056399034	290	450	203.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	18.0	452952	0.03973931	290	450	200.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	23.0	452820	0.05079281	290	450	211.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	13.0	454324	0.028613941	290	450	161.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	21.0	452376	0.046421561	290	450	235.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	628.0	423980	1.481201943	290	450	1112.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	547.0	426140	1.283615713	290	450	980.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	483.0	429278	1.125145011	290	450	955.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	444.0	426267	1.041600687	290	450	861.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	485.0	435677	1.113210016	290	450	911.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	454.0	438307	1.035803672	290	450	857.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	468.0	440714	1.061913168	290	450	872.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	423.0	437613	0.966607482	290	450	823.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	95.0	438845	0.216477344	290	450	209.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	80.0	441179	0.181332294	290	450	217.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	84.0	443441	0.18942768	290	450	219.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	81.0	443270	0.182732872	290	450	203.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	75.0	452952	0.165580459	290	450	200.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	91.0	452820	0.200962855	290	450	211.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	60.0	454324	0.132064342	290	450	161.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	98.0	452376	0.216633951	290	450	235.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	I	I30-I51	Other heart diseases	Heart	360.0	423980	0.849096656	290	450	1112.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	I	I30-I51	Other heart diseases	Heart	325.0	426140	0.762660159	290	450	980.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	I	I30-I51	Other heart diseases	Heart	352.0	429278	0.819981457	290	450	955.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	I	I30-I51	Other heart diseases	Heart	318.0	426267	0.746011303	290	450	861.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	I	I30-I51	Other heart diseases	Heart	324.0	435677	0.743670196	290	450	911.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	I	I30-I51	Other heart diseases	Heart	299.0	438307	0.68217026	290	450	857.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	I	I30-I51	Other heart diseases	Heart	296.0	440714	0.671637388	290	450	872.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	I	I30-I51	Other heart diseases	Heart	293.0	437613	0.669541353	290	450	823.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	I	I30-I51	Other heart diseases	Heart	103.0	438845	0.234707015	290	450	209.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	I	I30-I51	Other heart diseases	Heart	116.0	441179	0.262931826	290	450	217.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	I	I30-I51	Other heart diseases	Heart	112.0	443441	0.25257024	290	450	219.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	I	I30-I51	Other heart diseases	Heart	97.0	443270	0.218828254	290	450	203.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	I	I30-I51	Other heart diseases	Heart	107.0	452952	0.236228121	290	450	200.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	I	I30-I51	Other heart diseases	Heart	97.0	452820	0.214213153	290	450	211.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	I	I30-I51	Other heart diseases	Heart	88.0	454324	0.193694368	290	450	161.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	I	I30-I51	Other heart diseases	Heart	116.0	452376	0.25642386	290	450	235.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	I	I60-I69	Cerebrovascular diseases	Digestive System	271.0	423980	0.639181093	278	380	455.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	I	I60-I69	Cerebrovascular diseases	Digestive System	247.0	426140	0.579621721	278	380	440.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	I	I60-I69	Cerebrovascular diseases	Digestive System	235.0	429278	0.547430802	278	380	422.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	I	I60-I69	Cerebrovascular diseases	Digestive System	210.0	426267	0.492648974	278	380	394.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	I	I60-I69	Cerebrovascular diseases	Digestive System	212.0	435677	0.486599017	278	380	390.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	I	I60-I69	Cerebrovascular diseases	Digestive System	230.0	438307	0.524746354	278	380	434.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	I	I60-I69	Cerebrovascular diseases	Digestive System	220.0	440714	0.499189951	278	380	397.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	I	I60-I69	Cerebrovascular diseases	Digestive System	226.0	437613	0.51643804	278	380	427.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	I	I60-I69	Cerebrovascular diseases	Digestive System	153.0	438845	0.348642459	278	380	225.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	I	I60-I69	Cerebrovascular diseases	Digestive System	181.0	441179	0.410264314	278	380	249.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	I	I60-I69	Cerebrovascular diseases	Digestive System	146.0	443441	0.329243349	278	380	219.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	I	I60-I69	Cerebrovascular diseases	Digestive System	145.0	443270	0.3271144	278	380	215.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	I	I60-I69	Cerebrovascular diseases	Digestive System	141.0	452952	0.311291263	278	380	225.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	I	I60-I69	Cerebrovascular diseases	Digestive System	143.0	452820	0.315798772	278	380	207.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	I	I60-I69	Cerebrovascular diseases	Digestive System	134.0	454324	0.294943697	278	380	207.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	I	I60-I69	Cerebrovascular diseases	Digestive System	133.0	452376	0.294003219	278	380	195.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	65.0	423980	0.153309118	230	460	1386.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	72.0	426140	0.168958558	230	460	1357.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	72.0	429278	0.16772348	230	460	1289.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	72.0	426267	0.168908219	230	460	1294.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	72.0	435677	0.165260044	230	460	1300.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	69.0	438307	0.157423906	230	460	1142.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	72.0	440714	0.163371257	230	460	1085.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	62.0	437613	0.141677692	230	460	949.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	41.0	438845	0.093427064	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	36.0	441179	0.081599532	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	36.0	443441	0.081183292	230	460	500.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	25.0	443270	0.056399034	230	460	516.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	34.0	452952	0.075063141	230	460	585.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	21.0	452820	0.046376043	230	460	574.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	32.0	454324	0.070434316	230	460	533.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	31.0	452376	0.068527066	230	460	575.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	423980	0	230	460	1386.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	J	J09-J11	Influenza (including swine flu)	Lung	3.0	426140	0.00703994	230	460	1357.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	J	J09-J11	Influenza (including swine flu)	Lung	4.0	429278	0.009317971	230	460	1289.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	J	J09-J11	Influenza (including swine flu)	Lung	2.0	426267	0.004691895	230	460	1294.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	J	J09-J11	Influenza (including swine flu)	Lung	3.0	435677	0.006885835	230	460	1300.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	438307	0	230	460	1142.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	J	J09-J11	Influenza (including swine flu)	Lung	1.0	440714	0.002269045	230	460	1085.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	437613	0	230	460	949.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	438845	0	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	441179	0	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	J	J09-J11	Influenza (including swine flu)	Lung	4.0	443441	0.009020366	230	460	500.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	443270	0	230	460	516.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	J	J09-J11	Influenza (including swine flu)	Lung	2.0	452952	0.004415479	230	460	585.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	J	J09-J11	Influenza (including swine flu)	Lung	0.0	452820	0	230	460	574.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	J	J09-J11	Influenza (including swine flu)	Lung	2.0	454324	0.004402145	230	460	533.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	J	J09-J11	Influenza (including swine flu)	Lung	2.0	452376	0.004421101	230	460	575.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	J	J12-J18	Pneumonia	Lung	65.0	423980	0.153309118	230	460	1386.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	J	J12-J18	Pneumonia	Lung	56.0	426140	0.131412212	230	460	1357.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	J	J12-J18	Pneumonia	Lung	59.0	429278	0.137440074	230	460	1289.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	J	J12-J18	Pneumonia	Lung	55.0	426267	0.129027112	230	460	1294.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	J	J12-J18	Pneumonia	Lung	52.0	435677	0.119354476	230	460	1300.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	J	J12-J18	Pneumonia	Lung	59.0	438307	0.134608847	230	460	1142.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	J	J12-J18	Pneumonia	Lung	64.0	440714	0.145218895	230	460	1085.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	J	J12-J18	Pneumonia	Lung	53.0	437613	0.121111576	230	460	949.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	J	J12-J18	Pneumonia	Lung	22.0	438845	0.050131595	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	J	J12-J18	Pneumonia	Lung	10.0	441179	0.022666537	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	J	J12-J18	Pneumonia	Lung	18.0	443441	0.040591646	230	460	500.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	J	J12-J18	Pneumonia	Lung	14.0	443270	0.031583459	230	460	516.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	J	J12-J18	Pneumonia	Lung	23.0	452952	0.050778007	230	460	585.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	J	J12-J18	Pneumonia	Lung	34.0	452820	0.075085023	230	460	574.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	J	J12-J18	Pneumonia	Lung	33.0	454324	0.072635388	230	460	533.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	J	J12-J18	Pneumonia	Lung	32.0	452376	0.070737616	230	460	575.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	42.0	423980	0.099061276	230	460	1386.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	28.0	426140	0.065706106	230	460	1357.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	34.0	429278	0.079202754	230	460	1289.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	32.0	426267	0.07507032	230	460	1294.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	25.0	435677	0.05738196	230	460	1300.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	24.0	438307	0.054756141	230	460	1142.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	30.0	440714	0.068071357	230	460	1085.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	24.0	437613	0.054842978	230	460	949.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	16.0	438845	0.036459342	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2002	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	13.0	441179	0.029466498	230	460	464.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2003	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	11.0	443441	0.024806006	230	460	500.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2004	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	17.0	443270	0.038351343	230	460	516.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2005	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	15.0	452952	0.033116092	230	460	585.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2006	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	16.0	452820	0.035334128	230	460	574.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2007	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	12.0	454324	0.026412868	230	460	533.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2008	2	J	J40-J44_J47	Other lower respiratory diseases	Lung	19.0	452376	0.04200046	230	460	575.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2001	2	J	J40-J47	Chronic lower respiratory diseases	Lung	79.0	423980	0.186329544	230	460	1386.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2002	2	J	J40-J47	Chronic lower respiratory diseases	Lung	58.0	426140	0.136105505	230	460	1357.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2003	2	J	J40-J47	Chronic lower respiratory diseases	Lung	55.0	429278	0.128122103	230	460	1289.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2004	2	J	J40-J47	Chronic lower respiratory diseases	Lung	56.0	426267	0.13137306	230	460	1294.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2005	2	J	J40-J47	Chronic lower respiratory diseases	Lung	39.0	435677	0.089515857	230	460	1300.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2006	2	J	J40-J47	Chronic lower respiratory diseases	Lung	40.0	438307	0.091260235	230	460	1142.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2007	2	J	J40-J47	Chronic lower respiratory diseases	Lung	49.0	440714	0.111183216	230	460	1085.0
Y45-49	From 45 to 49 years	2	Y45-64	M	Males	1	2008	2	J	J40-J47	Chronic lower respiratory diseases	Lung	37.0	437613	0.084549591	230	460	949.0
Y45-49	From 45 to 49 years	2	Y45-64	F	Females	1	2001	2	J	J40-J47	Chronic lower respiratory diseases	Lung	39.0	438845	0.088869646	230	460	464.0
