AGE	AGE_LABEL	Death_Rate	ICD10	ICD10_LABEL	Nb_death	Organ	Pop	SEX	SEX_LABEL	Sum_death_in_cat	TIME	x	y
Y40-44	From 40 to 44 years	0.039958887	J40-J44_J47	Other lower respiratory diseases	18.0	Lung	450463	M	Males	422.0	2006	230	460
Y40-44	From 40 to 44 years	0.002160826	J40-J44_J47	Other lower respiratory diseases	1.0	Lung	462786	F	Females	263.0	2006	230	460
Y40-44	From 40 to 44 years	0.062158268	J40-J47	Chronic lower respiratory diseases	28.0	Lung	450463	M	Males	422.0	2006	230	460
Y40-44	From 40 to 44 years	0.02160826	J40-J47	Chronic lower respiratory diseases	10.0	Lung	462786	F	Females	263.0	2006	230	460
Y40-44	From 40 to 44 years	0.022199382	J45_J46	Asthma and status asthmaticus	10.0	Lung	450463	M	Males	422.0	2006	230	460
Y40-44	From 40 to 44 years	0.019447434	J45_J46	Asthma and status asthmaticus	9.0	Lung	462786	F	Females	263.0	2006	230	460
Y40-44	From 40 to 44 years	0.568297226	ALL	All Diseases	263.0	Lung	462786	F	Females	263.0	2006	230	460
Y40-44	From 40 to 44 years	0.9368139	ALL	All Diseases	422.0	Lung	450463	M	Males	422.0	2006	230	460
Y40-44	From 40 to 44 years	0.104337093	C81-C86	Hodgkin disease and lymphomas	47.0	Lymphatic system	450463	M	Males	58.0	2006	310	300
Y40-44	From 40 to 44 years	0.056181475	C81-C86	Hodgkin disease and lymphomas	26.0	Lymphatic system	462786	F	Females	32.0	2006	310	300
Y40-44	From 40 to 44 years	0.02441932	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	11.0	Lymphatic system	450463	M	Males	58.0	2006	310	300
Y40-44	From 40 to 44 years	0.012964956	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	6.0	Lymphatic system	462786	F	Females	32.0	2006	310	300
Y40-44	From 40 to 44 years	0.069146431	ALL	All Diseases	32.0	Lymphatic system	462786	F	Females	32.0	2006	310	300
Y40-44	From 40 to 44 years	0.128756413	ALL	All Diseases	58.0	Lymphatic system	450463	M	Males	58.0	2006	310	300
Y40-44	From 40 to 44 years	0.093237402	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	42.0	Mental disorders	450463	M	Males	287.0	2006	245	580
Y40-44	From 40 to 44 years	0.060503127	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	28.0	Mental disorders	462786	F	Females	88.0	2006	245	580
Y40-44	From 40 to 44 years	0.002219938	F01_F03	Dementia	1.0	Mental disorders	450463	M	Males	287.0	2006	245	580
Y40-44	From 40 to 44 years	0.002160826	F01_F03	Dementia	1.0	Mental disorders	462786	F	Females	88.0	2006	245	580
Y40-44	From 40 to 44 years	0.472846826	F10	Mental and behavioural disorders due to use of alcohol	213.0	Mental disorders	450463	M	Males	287.0	2006	245	580
Y40-44	From 40 to 44 years	0.121006253	F10	Mental and behavioural disorders due to use of alcohol	56.0	Mental disorders	462786	F	Females	88.0	2006	245	580
Y40-44	From 40 to 44 years	0.068818083	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	31.0	Mental disorders	450463	M	Males	287.0	2006	245	580
Y40-44	From 40 to 44 years	0.006482478	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	3.0	Mental disorders	462786	F	Females	88.0	2006	245	580
Y40-44	From 40 to 44 years	0.190152684	ALL	All Diseases	88.0	Mental disorders	462786	F	Females	88.0	2006	245	580
Y40-44	From 40 to 44 years	0.63712225	ALL	All Diseases	287.0	Mental disorders	450463	M	Males	287.0	2006	245	580
Y40-44	From 40 to 44 years	0.406248682	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	183.0	Nervous system	450463	M	Males	183.0	2006	240	515
Y40-44	From 40 to 44 years	0.213921769	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	99.0	Nervous system	462786	F	Females	99.0	2006	240	515
Y40-44	From 40 to 44 years	0.0	G20	Parkinson disease	0.0	Nervous system	450463	M	Males	183.0	2006	240	515
Y40-44	From 40 to 44 years	0.0	G20	Parkinson disease	0.0	Nervous system	462786	F	Females	99.0	2006	240	515
Y40-44	From 40 to 44 years	0.0	G30	Alzheimer disease	0.0	Nervous system	450463	M	Males	183.0	2006	240	515
Y40-44	From 40 to 44 years	0.0	G30	Alzheimer disease	0.0	Nervous system	462786	F	Females	99.0	2006	240	515
Y40-44	From 40 to 44 years	0.213921769	ALL	All Diseases	99.0	Nervous system	462786	F	Females	99.0	2006	240	515
Y40-44	From 40 to 44 years	0.406248682	ALL	All Diseases	183.0	Nervous system	450463	M	Males	183.0	2006	240	515
Y40-44	From 40 to 44 years	0.057718392	C15	Malignant neoplasm of oesophagus	26.0	Oesophagus	450463	M	Males	26.0	2006	278	490
Y40-44	From 40 to 44 years	0.019447434	C15	Malignant neoplasm of oesophagus	9.0	Oesophagus	462786	F	Females	9.0	2006	278	490
Y40-44	From 40 to 44 years	0.019447434	ALL	All Diseases	9.0	Oesophagus	462786	F	Females	9.0	2006	278	490
Y40-44	From 40 to 44 years	0.057718392	ALL	All Diseases	26.0	Oesophagus	450463	M	Males	26.0	2006	278	490
Y40-44	From 40 to 44 years	0.097677279	C25	Malignant neoplasm of pancreas	44.0	Pancreas	450463	M	Males	44.0	2006	250	390
Y40-44	From 40 to 44 years	0.064824779	C25	Malignant neoplasm of pancreas	30.0	Pancreas	462786	F	Females	30.0	2006	250	390
Y40-44	From 40 to 44 years	0.064824779	ALL	All Diseases	30.0	Pancreas	462786	F	Females	30.0	2006	250	390
Y40-44	From 40 to 44 years	0.097677279	ALL	All Diseases	44.0	Pancreas	450463	M	Males	44.0	2006	250	390
Y40-44	From 40 to 44 years	0.0	C61	Malignant neoplasm of prostate	0.0	Prostate	450463	M	Males	0.0	2006	290	330
Y40-44	From 40 to 44 years	0.0	C61	Malignant neoplasm of prostate		Prostate	462786	F	Females	0.0	2006	290	330
Y40-44	From 40 to 44 years	0.0	ALL	All Diseases	0.0	Prostate	462786	F	Females	0.0	2006	290	330
Y40-44	From 40 to 44 years	0.0	ALL	All Diseases	0.0	Prostate	450463	M	Males	0.0	2006	290	330
Y40-44	From 40 to 44 years	0.02441932	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	11.0	Skeleton	450463	M	Males	11.0	2006	145	380
Y40-44	From 40 to 44 years	0.028090737	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	13.0	Skeleton	462786	F	Females	13.0	2006	145	380
Y40-44	From 40 to 44 years	0.0	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	0.0	Skeleton	450463	M	Males	11.0	2006	145	380
Y40-44	From 40 to 44 years	0.0	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	0.0	Skeleton	462786	F	Females	13.0	2006	145	380
Y40-44	From 40 to 44 years	0.028090737	ALL	All Diseases	13.0	Skeleton	462786	F	Females	13.0	2006	145	380
Y40-44	From 40 to 44 years	0.02441932	ALL	All Diseases	11.0	Skeleton	450463	M	Males	11.0	2006	145	380
Y40-44	From 40 to 44 years	0.071038021	C43	Malignant melanoma of skin	32.0	Skin	450463	M	Males	32.0	2006	415	375
Y40-44	From 40 to 44 years	0.10155882	C43	Malignant melanoma of skin	47.0	Skin	462786	F	Females	47.0	2006	415	375
Y40-44	From 40 to 44 years	0.10155882	ALL	All Diseases	47.0	Skin	462786	F	Females	47.0	2006	415	375
Y40-44	From 40 to 44 years	0.071038021	ALL	All Diseases	32.0	Skin	450463	M	Males	32.0	2006	415	375
Y40-44	From 40 to 44 years	0.115436784	C16	Malignant neoplasm of stomach	52.0	Stomach	450463	M	Males	61.0	2006	295	400
Y40-44	From 40 to 44 years	0.060503127	C16	Malignant neoplasm of stomach	28.0	Stomach	462786	F	Females	31.0	2006	295	400
Y40-44	From 40 to 44 years	0.019979443	K25-K28	Ulcer of stomach. duodenum and jejunum	9.0	Stomach	450463	M	Males	61.0	2006	295	400
Y40-44	From 40 to 44 years	0.006482478	K25-K28	Ulcer of stomach. duodenum and jejunum	3.0	Stomach	462786	F	Females	31.0	2006	295	400
Y40-44	From 40 to 44 years	0.066985605	ALL	All Diseases	31.0	Stomach	462786	F	Females	31.0	2006	295	400
Y40-44	From 40 to 44 years	0.135416227	ALL	All Diseases	61.0	Stomach	450463	M	Males	61.0	2006	295	400
Y40-44	From 40 to 44 years	0.004439876	C73	Malignant neoplasm of thyroid gland	2.0	Thyroid	450463	M	Males	2.0	2006	278	510
Y40-44	From 40 to 44 years	0.004321652	C73	Malignant neoplasm of thyroid gland	2.0	Thyroid	462786	F	Females	2.0	2006	278	510
Y40-44	From 40 to 44 years	0.004321652	ALL	All Diseases	2.0	Thyroid	462786	F	Females	2.0	2006	278	510
Y40-44	From 40 to 44 years	0.004439876	ALL	All Diseases	2.0	Thyroid	450463	M	Males	2.0	2006	278	510
Y40-44	From 40 to 44 years	0.139856104	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	63.0	oral cavity	450463	M	Males	63.0	2006	278	550
Y40-44	From 40 to 44 years	0.038894867	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	18.0	oral cavity	462786	F	Females	18.0	2006	278	550
Y40-44	From 40 to 44 years	0.038894867	ALL	All Diseases	18.0	oral cavity	462786	F	Females	18.0	2006	278	550
Y40-44	From 40 to 44 years	0.139856104	ALL	All Diseases	63.0	oral cavity	450463	M	Males	63.0	2006	278	550
Y40-44	From 40 to 44 years	0.075245377	C91-C95	Leukaemia	34.0	Blood	451855	M	Males	34.0	2007	265	280
Y40-44	From 40 to 44 years	0.077759154	C91-C95	Leukaemia	36.0	Blood	462968	F	Females	36.0	2007	265	280
Y40-44	From 40 to 44 years	0.077759154	ALL	All Diseases	36.0	Blood	462968	F	Females	36.0	2007	265	280
Y40-44	From 40 to 44 years	0.075245377	ALL	All Diseases	34.0	Blood	451855	M	Males	34.0	2007	265	280
Y40-44	From 40 to 44 years	0.137212159	C70-C72	Malignant neoplasm of brain and central nervous system	62.0	Brain	451855	M	Males	62.0	2007	305	580
Y40-44	From 40 to 44 years	0.110158801	C70-C72	Malignant neoplasm of brain and central nervous system	51.0	Brain	462968	F	Females	51.0	2007	305	580
Y40-44	From 40 to 44 years	0.110158801	ALL	All Diseases	51.0	Brain	462968	F	Females	51.0	2007	305	580
Y40-44	From 40 to 44 years	0.137212159	ALL	All Diseases	62.0	Brain	451855	M	Males	62.0	2007	305	580
Y40-44	From 40 to 44 years	0.008852397	C50	Malignant neoplasm of breast	4.0	Breast	451855	M	Males	4.0	2007	320	460
Y40-44	From 40 to 44 years	0.775431563	C50	Malignant neoplasm of breast	359.0	Breast	462968	F	Females	359.0	2007	320	460
Y40-44	From 40 to 44 years	0.775431563	ALL	All Diseases	359.0	Breast	462968	F	Females	359.0	2007	320	460
Y40-44	From 40 to 44 years	0.008852397	ALL	All Diseases	4.0	Breast	451855	M	Males	4.0	2007	320	460
Y40-44	From 40 to 44 years	0.194752741	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	88.0	Circulatory system	451855	M	Males	88.0	2007	230	300
Y40-44	From 40 to 44 years	0.133918543	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	62.0	Circulatory system	462968	F	Females	62.0	2007	230	300
Y40-44	From 40 to 44 years	0.133918543	ALL	All Diseases	62.0	Circulatory system	462968	F	Females	62.0	2007	230	300
Y40-44	From 40 to 44 years	0.194752741	ALL	All Diseases	88.0	Circulatory system	451855	M	Males	88.0	2007	230	300
Y40-44	From 40 to 44 years	0.141638357	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	64.0	Colo-Rectum	451855	M	Males	64.0	2007	265	355
Y40-44	From 40 to 44 years	0.116638731	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	54.0	Colo-Rectum	462968	F	Females	54.0	2007	265	355
Y40-44	From 40 to 44 years	0.116638731	ALL	All Diseases	54.0	Colo-Rectum	462968	F	Females	54.0	2007	265	355
Y40-44	From 40 to 44 years	0.141638357	ALL	All Diseases	64.0	Colo-Rectum	451855	M	Males	64.0	2007	265	355
Y40-44	From 40 to 44 years	0.287702914	I60-I69	Cerebrovascular diseases	130.0	Digestive System	451855	M	Males	243.0	2007	278	380
Y40-44	From 40 to 44 years	0.200877814	I60-I69	Cerebrovascular diseases	93.0	Digestive System	462968	F	Females	135.0	2007	278	380
Y40-44	From 40 to 44 years	0.250080225	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	113.0	Digestive System	451855	M	Males	243.0	2007	278	380
Y40-44	From 40 to 44 years	0.090719013	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	42.0	Digestive System	462968	F	Females	135.0	2007	278	380
Y40-44	From 40 to 44 years	0.291596827	ALL	All Diseases	135.0	Digestive System	462968	F	Females	135.0	2007	278	380
Y40-44	From 40 to 44 years	0.537783138	ALL	All Diseases	243.0	Digestive System	451855	M	Males	243.0	2007	278	380
Y40-44	From 40 to 44 years	0.101802569	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	46.0	General	451855	M	Males	358.0	2007	400	545
Y40-44	From 40 to 44 years	0.073439201	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	34.0	General	462968	F	Females	174.0	2007	400	545
Y40-44	From 40 to 44 years	0.312047006	B20-B24	Human immunodeficiency virus [HIV] disease	141.0	General	451855	M	Males	358.0	2007	400	545
Y40-44	From 40 to 44 years	0.092878989	B20-B24	Human immunodeficiency virus [HIV] disease	43.0	General	462968	F	Females	174.0	2007	400	545
Y40-44	From 40 to 44 years	0.378439986	C_OTH	Other malignant neoplasms (remainder of C00-C97)	171.0	General	451855	M	Males	358.0	2007	400	545
Y40-44	From 40 to 44 years	0.20951772	C_OTH	Other malignant neoplasms (remainder of C00-C97)	97.0	General	462968	F	Females	174.0	2007	400	545
Y40-44	From 40 to 44 years	0.375835911	ALL	All Diseases	174.0	General	462968	F	Females	174.0	2007	400	545
Y40-44	From 40 to 44 years	0.792289562	ALL	All Diseases	358.0	General	451855	M	Males	358.0	2007	400	545
Y40-44	From 40 to 44 years	0.0	C53	Malignant neoplasm of cervix uteri		Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.127438613	C53	Malignant neoplasm of cervix uteri	59.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.0	C54_C55	Malignant neoplasm of other parts of uterus		Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.084239083	C54_C55	Malignant neoplasm of other parts of uterus	39.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.0	C56	Malignant neoplasm of ovary		Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.101518895	C56	Malignant neoplasm of ovary	47.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.030983391	C67	Malignant neoplasm of bladder	14.0	Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.004319953	C67	Malignant neoplasm of bladder	2.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.004426199	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	2.0	Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.006479929	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	3.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.028770291	N00-N29	Diseases of kidney and ureter	13.0	Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.015119835	N00-N29	Diseases of kidney and ureter	7.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.33911631	ALL	All Diseases	157.0	Genitourinary system	462968	F	Females	157.0	2007	265	330
Y40-44	From 40 to 44 years	0.064179881	ALL	All Diseases	29.0	Genitourinary system	451855	M	Males	29.0	2007	265	330
Y40-44	From 40 to 44 years	0.086310874	I20_I23-I25	Other ischaemic heart diseases	39.0	Heart	451855	M	Males	456.0	2007	290	450
Y40-44	From 40 to 44 years	0.019439788	I20_I23-I25	Other ischaemic heart diseases	9.0	Heart	462968	F	Females	117.0	2007	290	450
Y40-44	From 40 to 44 years	0.495734251	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	224.0	Heart	451855	M	Males	456.0	2007	290	450
Y40-44	From 40 to 44 years	0.105838848	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	49.0	Heart	462968	F	Females	117.0	2007	290	450
Y40-44	From 40 to 44 years	0.427128172	I30-I51	Other heart diseases	193.0	Heart	451855	M	Males	456.0	2007	290	450
Y40-44	From 40 to 44 years	0.127438613	I30-I51	Other heart diseases	59.0	Heart	462968	F	Females	117.0	2007	290	450
Y40-44	From 40 to 44 years	0.25271725	ALL	All Diseases	117.0	Heart	462968	F	Females	117.0	2007	290	450
Y40-44	From 40 to 44 years	1.009173297	ALL	All Diseases	456.0	Heart	451855	M	Males	456.0	2007	290	450
Y40-44	From 40 to 44 years	0.055327483	C64	Malignant neoplasm of kidney. except renal pelvis	25.0	Kidney	451855	M	Males	25.0	2007	310	360
Y40-44	From 40 to 44 years	0.019439788	C64	Malignant neoplasm of kidney. except renal pelvis	9.0	Kidney	462968	F	Females	9.0	2007	310	360
Y40-44	From 40 to 44 years	0.019439788	ALL	All Diseases	9.0	Kidney	462968	F	Females	9.0	2007	310	360
Y40-44	From 40 to 44 years	0.055327483	ALL	All Diseases	25.0	Kidney	451855	M	Males	25.0	2007	310	360
Y40-44	From 40 to 44 years	0.037622689	C32	Malignant neoplasm of larynx	17.0	Larynx	451855	M	Males	17.0	2007	278	523
Y40-44	From 40 to 44 years	0.006479929	C32	Malignant neoplasm of larynx	3.0	Larynx	462968	F	Females	3.0	2007	278	523
Y40-44	From 40 to 44 years	0.006479929	ALL	All Diseases	3.0	Larynx	462968	F	Females	3.0	2007	278	523
Y40-44	From 40 to 44 years	0.037622689	ALL	All Diseases	17.0	Larynx	451855	M	Males	17.0	2007	278	523
Y40-44	From 40 to 44 years	0.081884675	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	37.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.017279812	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	8.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.117294265	C22	Malignant neoplasm of liver and intrahepatic bile ducts	53.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.041039553	C22	Malignant neoplasm of liver and intrahepatic bile ducts	19.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.128359761	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	58.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.071279224	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	33.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.095163271	E10-E14	Diabetes mellitus	43.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.04319953	E10-E14	Diabetes mellitus	20.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.509012847	K70_K73_K74	Chronic liver disease	230.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.235437438	K70_K73_K74	Chronic liver disease	109.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.408235558	ALL	All Diseases	189.0	Liver	462968	F	Females	189.0	2007	260	410
Y40-44	From 40 to 44 years	0.93171482	ALL	All Diseases	421.0	Liver	451855	M	Males	421.0	2007	260	410
Y40-44	From 40 to 44 years	0.006639298	A15-A19_B90	Tuberculosis	3.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.002159976	A15-A19_B90	Tuberculosis	1.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.613028516	C33_C34	Malignant neoplasm of trachea. bronchus and lung	277.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.377995887	C33_C34	Malignant neoplasm of trachea. bronchus and lung	175.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.059753682	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	27.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.038879577	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	18.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.0	J09-J11	Influenza (including swine flu)	0.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.002159976	J09-J11	Influenza (including swine flu)	1.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.092950172	J12-J18	Pneumonia	42.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.030239671	J12-J18	Pneumonia	14.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.026557192	J40-J44_J47	Other lower respiratory diseases	12.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.010799882	J40-J44_J47	Other lower respiratory diseases	5.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.059753682	J40-J47	Chronic lower respiratory diseases	27.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.023759741	J40-J47	Chronic lower respiratory diseases	11.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.03319649	J45_J46	Asthma and status asthmaticus	15.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.012959859	J45_J46	Asthma and status asthmaticus	6.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.498954571	ALL	All Diseases	231.0	Lung	462968	F	Females	231.0	2007	230	460
Y40-44	From 40 to 44 years	0.891879032	ALL	All Diseases	403.0	Lung	451855	M	Males	403.0	2007	230	460
Y40-44	From 40 to 44 years	0.095163271	C81-C86	Hodgkin disease and lymphomas	43.0	Lymphatic system	451855	M	Males	48.0	2007	310	300
Y40-44	From 40 to 44 years	0.073439201	C81-C86	Hodgkin disease and lymphomas	34.0	Lymphatic system	462968	F	Females	36.0	2007	310	300
Y40-44	From 40 to 44 years	0.011065497	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	5.0	Lymphatic system	451855	M	Males	48.0	2007	310	300
Y40-44	From 40 to 44 years	0.004319953	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	2.0	Lymphatic system	462968	F	Females	36.0	2007	310	300
Y40-44	From 40 to 44 years	0.077759154	ALL	All Diseases	36.0	Lymphatic system	462968	F	Females	36.0	2007	310	300
Y40-44	From 40 to 44 years	0.106228768	ALL	All Diseases	48.0	Lymphatic system	451855	M	Males	48.0	2007	310	300
Y40-44	From 40 to 44 years	0.121720463	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	55.0	Mental disorders	451855	M	Males	312.0	2007	245	580
Y40-44	From 40 to 44 years	0.07991913	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	37.0	Mental disorders	462968	F	Females	79.0	2007	245	580
Y40-44	From 40 to 44 years	0.002213099	F01_F03	Dementia	1.0	Mental disorders	451855	M	Males	312.0	2007	245	580
Y40-44	From 40 to 44 years	0.0	F01_F03	Dementia	0.0	Mental disorders	462968	F	Females	79.0	2007	245	580
Y40-44	From 40 to 44 years	0.469177059	F10	Mental and behavioural disorders due to use of alcohol	212.0	Mental disorders	451855	M	Males	312.0	2007	245	580
Y40-44	From 40 to 44 years	0.07991913	F10	Mental and behavioural disorders due to use of alcohol	37.0	Mental disorders	462968	F	Females	79.0	2007	245	580
Y40-44	From 40 to 44 years	0.097376371	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	44.0	Mental disorders	451855	M	Males	312.0	2007	245	580
Y40-44	From 40 to 44 years	0.010799882	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	5.0	Mental disorders	462968	F	Females	79.0	2007	245	580
Y40-44	From 40 to 44 years	0.170638143	ALL	All Diseases	79.0	Mental disorders	462968	F	Females	79.0	2007	245	580
Y40-44	From 40 to 44 years	0.690486993	ALL	All Diseases	312.0	Mental disorders	451855	M	Males	312.0	2007	245	580
Y40-44	From 40 to 44 years	0.320899404	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	145.0	Nervous system	451855	M	Males	148.0	2007	240	515
Y40-44	From 40 to 44 years	0.205197767	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	95.0	Nervous system	462968	F	Females	97.0	2007	240	515
Y40-44	From 40 to 44 years	0.004426199	G20	Parkinson disease	2.0	Nervous system	451855	M	Males	148.0	2007	240	515
Y40-44	From 40 to 44 years	0.002159976	G20	Parkinson disease	1.0	Nervous system	462968	F	Females	97.0	2007	240	515
Y40-44	From 40 to 44 years	0.002213099	G30	Alzheimer disease	1.0	Nervous system	451855	M	Males	148.0	2007	240	515
Y40-44	From 40 to 44 years	0.002159976	G30	Alzheimer disease	1.0	Nervous system	462968	F	Females	97.0	2007	240	515
Y40-44	From 40 to 44 years	0.20951772	ALL	All Diseases	97.0	Nervous system	462968	F	Females	97.0	2007	240	515
Y40-44	From 40 to 44 years	0.327538702	ALL	All Diseases	148.0	Nervous system	451855	M	Males	148.0	2007	240	515
Y40-44	From 40 to 44 years	0.064179881	C15	Malignant neoplasm of oesophagus	29.0	Oesophagus	451855	M	Males	29.0	2007	278	490
Y40-44	From 40 to 44 years	0.010799882	C15	Malignant neoplasm of oesophagus	5.0	Oesophagus	462968	F	Females	5.0	2007	278	490
Y40-44	From 40 to 44 years	0.010799882	ALL	All Diseases	5.0	Oesophagus	462968	F	Females	5.0	2007	278	490
Y40-44	From 40 to 44 years	0.064179881	ALL	All Diseases	29.0	Oesophagus	451855	M	Males	29.0	2007	278	490
Y40-44	From 40 to 44 years	0.123933563	C25	Malignant neoplasm of pancreas	56.0	Pancreas	451855	M	Males	56.0	2007	250	390
Y40-44	From 40 to 44 years	0.088559036	C25	Malignant neoplasm of pancreas	41.0	Pancreas	462968	F	Females	41.0	2007	250	390
Y40-44	From 40 to 44 years	0.088559036	ALL	All Diseases	41.0	Pancreas	462968	F	Females	41.0	2007	250	390
Y40-44	From 40 to 44 years	0.123933563	ALL	All Diseases	56.0	Pancreas	451855	M	Males	56.0	2007	250	390
Y40-44	From 40 to 44 years	0.008852397	C61	Malignant neoplasm of prostate	4.0	Prostate	451855	M	Males	4.0	2007	290	330
Y40-44	From 40 to 44 years	0.0	C61	Malignant neoplasm of prostate		Prostate	462968	F	Females	0.0	2007	290	330
Y40-44	From 40 to 44 years	0.0	ALL	All Diseases	0.0	Prostate	462968	F	Females	0.0	2007	290	330
Y40-44	From 40 to 44 years	0.008852397	ALL	All Diseases	4.0	Prostate	451855	M	Males	4.0	2007	290	330
Y40-44	From 40 to 44 years	0.019917894	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	9.0	Skeleton	451855	M	Males	9.0	2007	145	380
Y40-44	From 40 to 44 years	0.015119835	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	7.0	Skeleton	462968	F	Females	7.0	2007	145	380
